x;y;tempo;invert
10631;10631;0.39600;1
10641;10641;0.44800;1
10651;10651;0.51700;1
10661;10661;0.39300;1
10671;10671;0.40500;1
10681;10681;0.44400;1
10691;10691;0.39700;1
10701;10701;0.40000;1
10711;10711;0.40500;1
10721;10721;0.50600;1
10731;10731;0.41700;1
10741;10741;0.40400;1
10751;10751;0.39600;1
10761;10761;0.40500;1
10771;10771;0.40000;1
10781;10781;0.40500;1
10791;10791;0.41200;1
10801;10801;0.40500;1
10811;10811;0.40500;1
10821;10821;0.40800;1
10831;10831;0.41600;1
10841;10841;0.53700;1
10851;10851;0.40900;1
10861;10861;0.46000;1
10871;10871;0.41300;1
10881;10881;0.40800;1
10891;10891;0.44400;1
10901;10901;0.41300;1
10911;10911;0.42000;1
10921;10921;0.50500;1
10931;10931;0.41200;1
10941;10941;0.41700;1
10951;10951;0.41200;1
10961;10961;0.41600;1
10971;10971;0.43600;1
10981;10981;0.42400;1
10991;10991;0.42800;1
11001;11001;0.42100;1
11011;11011;0.42400;1
11021;11021;0.56100;1
11031;11031;0.42800;1
11041;11041;0.42400;1
11051;11051;0.42800;1
11061;11061;0.50800;1
11071;11071;0.49700;1
11081;11081;0.43600;1
11091;11091;0.50800;1
11101;11101;0.47600;1
11111;11111;0.43700;1
11121;11121;0.43600;1
11131;11131;0.48500;1
11141;11141;0.42900;1
11151;11151;0.43200;1
11161;11161;0.42900;1
11171;11171;0.43600;1
11181;11181;0.44500;1
11191;11191;0.43200;1
11201;11201;0.44400;1
11211;11211;0.56100;1
11221;11221;0.43600;1
11231;11231;0.43600;1
11241;11241;0.44500;1
11251;11251;0.44100;1
11261;11261;0.51200;1
11271;11271;0.44500;1
11281;11281;0.44800;1
11291;11291;0.48000;1
11301;11301;0.55300;1
11311;11311;0.44400;1
11321;11321;0.44800;1
11331;11331;0.51500;1
11341;11341;0.48400;1
11351;11351;0.44900;1
11361;11361;0.55700;1
11371;11371;0.44900;1
11381;11381;0.44500;1
11391;11391;0.57300;1
11401;11401;0.44800;1
11411;11411;0.45300;1
11421;11421;0.46100;1
11431;11431;0.46500;1
11441;11441;0.59300;1
11451;11451;0.52500;1
11461;11461;0.46000;1
11471;11471;0.50400;1
11481;11481;0.46100;1
11491;11491;0.57600;1
11501;11501;0.46400;1
11511;11511;0.45600;1
11521;11521;0.48400;1
11531;11531;0.46800;1
11541;11541;0.46000;1
11551;11551;0.46500;1
11561;11561;0.46100;1
11571;11571;0.46800;1
11581;11581;0.47700;1
11591;11591;0.57600;1
11601;11601;0.47300;1
11611;11611;0.47600;1
11621;11621;0.53700;1
11631;11631;0.52400;1
11641;11641;0.46800;1
11651;11651;0.53200;1
11661;11661;0.56900;1
11671;11671;0.46800;1
11681;11681;0.51600;1
11691;11691;0.48100;1
11701;11701;0.51200;1
11711;11711;0.48100;1
11721;11721;0.47700;1
11731;11731;0.48000;1
11741;11741;0.48100;1
11751;11751;0.47600;1
11761;11761;0.48900;1
11771;11771;0.49300;1
11781;11781;0.48800;1
11791;11791;0.57300;1
11801;11801;0.53600;1
11811;11811;0.48800;1
11821;11821;0.70400;1
11831;11831;0.48800;1
11841;11841;0.48500;1
11851;11851;0.49600;1
11861;11861;0.49300;1
11871;11871;0.48900;1
11881;11881;0.49300;1
11891;11891;0.48900;1
11901;11901;0.48800;1
11911;11911;0.60100;1
11921;11921;0.49600;1
11931;11931;0.49600;1
11941;11941;0.49200;1
11951;11951;0.64400;1
11961;11961;0.64000;1
11971;11971;0.49600;1
11981;11981;0.57900;1
11991;11991;0.51300;1
12001;12001;0.51200;1
12011;12011;0.55600;1
12021;12021;0.50000;1
12031;12031;0.51300;1
12041;12041;0.51200;1
12051;12051;0.54000;1
12061;12061;0.50500;1
12071;12071;0.50500;1
12081;12081;0.50900;1
12091;12091;0.51200;1
12101;12101;0.50800;1
12111;12111;0.55600;1
12121;12121;0.52900;1
12131;12131;0.51600;1
12141;12141;0.58800;1
12151;12151;0.52000;1
12161;12161;0.51600;1
12171;12171;0.51700;1
12181;12181;0.51600;1
12191;12191;0.52000;1
12201;12201;0.51600;1
12211;12211;0.51600;1
12221;12221;0.51600;1
12231;12231;0.52100;1
12241;12241;0.66100;1
12251;12251;0.52000;1
12261;12261;0.52500;1
12271;12271;0.58000;1
12281;12281;0.52000;1
12291;12291;0.64100;1
12301;12301;0.55600;1
12311;12311;0.53200;1
12321;12321;0.54000;1
12331;12331;0.54100;1
12341;12341;0.53200;1
12351;12351;0.66500;1
12361;12361;0.53200;1
12371;12371;0.53300;1
12381;12381;0.53700;1
12391;12391;0.53300;1
12401;12401;0.53200;1
12411;12411;0.67300;1
12421;12421;0.68500;1
12431;12431;0.56900;1
12441;12441;0.53700;1
12451;12451;0.53300;1
12461;12461;0.54000;1
12471;12471;0.54500;1
12481;12481;0.54500;1
12491;12491;0.55300;1
12501;12501;0.57700;1
12511;12511;0.54800;1
12521;12521;0.56100;1
12531;12531;0.55200;1
12541;12541;0.54400;1
12551;12551;0.54900;1
12561;12561;0.66100;1
12571;12571;0.55300;1
12581;12581;0.58400;1
12591;12591;0.57700;1
12601;12601;0.55300;1
12611;12611;0.54800;1
12621;12621;0.55300;1
12631;12631;0.56100;1
12641;12641;0.56000;1
12651;12651;0.55600;1
12661;12661;0.56400;1
12671;12671;0.58900;1
12681;12681;0.56400;1
12691;12691;0.57300;1
12701;12701;0.67600;1
12711;12711;0.60500;1
12721;12721;0.62100;1
12731;12731;0.58400;1
12741;12741;0.56800;1
12751;12751;0.56800;1
12761;12761;0.56500;1
12771;12771;0.56800;1
12781;12781;0.58100;1
12791;12791;0.70500;1
12801;12801;0.57600;1
12811;12811;0.57300;1
12821;12821;0.57600;1
12831;12831;0.57200;1
12841;12841;0.63300;1
12851;12851;0.57200;1
12861;12861;0.67600;1
12871;12871;0.57200;1
12881;12881;0.57700;1
12891;12891;0.60000;1
12901;12901;0.58400;1
12911;12911;0.59300;1
12921;12921;0.58500;1
12931;12931;0.68400;1
12941;12941;0.70000;1
12951;12951;0.66700;1
12961;12961;0.58800;1
12971;12971;0.69700;1
12981;12981;0.58500;1
12991;12991;0.66800;1
13001;13001;0.58900;1
13011;13011;0.60400;1
13021;13021;0.60000;1
13031;13031;0.59700;1
13041;13041;0.59300;1
13051;13051;0.59300;1
13061;13061;0.60000;1
13071;13071;0.60900;1
13081;13081;0.60500;1
13091;13091;0.59600;1
13101;13101;0.69300;1
13111;13111;0.61300;1
13121;13121;0.65300;1
13131;13131;0.59600;1
13141;13141;0.60400;1
13151;13151;0.59600;1
13161;13161;0.60500;1
13171;13171;0.61300;1
13181;13181;0.60400;1
13191;13191;0.61300;1
13201;13201;0.60800;1
13211;13211;0.60400;1
13221;13221;0.60900;1
13231;13231;0.66500;1
13241;13241;0.60800;1
13251;13251;0.60800;1
13261;13261;0.61700;1
13271;13271;0.61200;1
13281;13281;0.61200;1
13291;13291;0.61600;1
13301;13301;0.61700;1
13311;13311;0.61200;1
13321;13321;0.61300;1
13331;13331;0.61700;1
13341;13341;0.62900;1
13351;13351;0.70800;1
13361;13361;0.62900;1
13371;13371;0.72500;1
13381;13381;0.62000;1
13391;13391;0.62500;1
13401;13401;0.62900;1
13411;13411;0.62800;1
13421;13421;0.63200;1
13431;13431;0.62400;1
13441;13441;0.62500;1
13451;13451;0.63300;1
13461;13461;0.63600;1
13471;13471;0.82900;1
13481;13481;0.76000;1
13491;13491;0.72400;1
13501;13501;0.63200;1
13511;13511;0.64400;1
13521;13521;0.64500;1
13531;13531;0.64800;1
13541;13541;0.63300;1
13551;13551;0.64900;1
13561;13561;0.64100;1
13571;13571;0.64400;1
13581;13581;0.64900;1
13591;13591;0.81700;1
13601;13601;0.64500;1
13611;13611;0.79700;1
13621;13621;0.76000;1
13631;13631;0.76800;1
13641;13641;0.66500;1
13651;13651;0.67300;1
13661;13661;0.65700;1
13671;13671;0.65300;1
13681;13681;0.64900;1
13691;13691;0.64900;1
13701;13701;0.64900;1
13711;13711;0.70000;1
13721;13721;0.65700;1
13731;13731;0.78700;1
13741;13741;0.79000;1
13751;13751;0.66500;1
13761;13761;0.66100;1
13771;13771;0.66100;1
13781;13781;0.65600;1
13791;13791;0.66100;1
13801;13801;0.77700;1
13811;13811;0.84100;1
13821;13821;0.78800;1
13831;13831;0.75700;1
13841;13841;0.67300;1
13851;13851;0.77600;1
13861;13861;0.67200;1
13871;13871;0.67300;1
13881;13881;0.67200;1
13891;13891;0.68200;1
13901;13901;0.72400;1
13911;13911;0.67300;1
13921;13921;0.87300;1
13931;13931;0.68900;1
13941;13941;0.79700;1
13951;13951;0.67700;1
13961;13961;0.67100;1
13971;13971;0.67600;1
13981;13981;0.68500;1
13991;13991;0.68500;1
14001;14001;0.68100;1
14011;14011;0.68900;1
14021;14021;0.68500;1
14031;14031;0.78900;1
14041;14041;0.77300;1
14051;14051;0.68500;1
14061;14061;0.71000;1
14071;14071;0.69300;1
14081;14081;0.68800;1
14091;14091;0.68500;1
14101;14101;0.93700;1
14111;14111;0.69200;1
14121;14121;0.68900;1
14131;14131;0.83300;1
14141;14141;0.69700;1
14151;14151;0.79200;1
14161;14161;0.69400;1
14171;14171;0.69700;1
14181;14181;0.71300;1
14191;14191;0.70100;1
14201;14201;0.69700;1
14211;14211;0.70100;1
14221;14221;0.70500;1
14231;14231;0.70500;1
14241;14241;0.70500;1
14251;14251;0.78900;1
14261;14261;0.70400;1
14271;14271;0.71200;1
14281;14281;0.75300;1
14291;14291;0.72100;1
14301;14301;0.70800;1
14311;14311;0.71700;1
14321;14321;0.71200;1
14331;14331;0.71200;1
14341;14341;0.72400;1
14351;14351;0.79700;1
14361;14361;0.72500;1
14371;14371;0.73000;1
14381;14381;0.72000;1
14391;14391;0.72000;1
14401;14401;0.71700;1
14411;14411;0.72400;1
14421;14421;0.76500;1
14431;14431;0.77300;1
14441;14441;0.84500;1
14451;14451;0.72800;1
14461;14461;0.72800;1
14471;14471;0.72900;1
14481;14481;0.73200;1
14491;14491;0.72900;1
14501;14501;0.72900;1
14511;14511;0.77600;1
14521;14521;0.81500;1
14531;14531;0.87700;1
14541;14541;0.73600;1
14551;14551;0.74100;1
14561;14561;0.73700;1
14571;14571;0.73300;1
14581;14581;0.74500;1
14591;14591;0.86500;1
14601;14601;0.80900;1
14611;14611;0.74500;1
14621;14621;0.74800;1
14631;14631;0.74500;1
14641;14641;0.74400;1
14651;14651;0.74500;1
14661;14661;0.74400;1
14671;14671;0.79700;1
14681;14681;0.85600;1
14691;14691;0.74800;1
14701;14701;0.75300;1
14711;14711;0.74900;1
14721;14721;0.74800;1
14731;14731;0.75600;1
14741;14741;0.75700;1
14751;14751;0.76100;1
14761;14761;0.76800;1
14771;14771;0.76000;1
14781;14781;0.76100;1
14791;14791;0.76100;1
14801;14801;0.76500;1
14811;14811;0.78100;1
14821;14821;0.82100;1
14831;14831;0.80100;1
14841;14841;0.76000;1
14851;14851;0.76500;1
14861;14861;0.76900;1
14871;14871;0.76900;1
14881;14881;0.87200;1
14891;14891;0.77300;1
14901;14901;0.77600;1
14911;14911;0.77700;1
14921;14921;0.77600;1
14931;14931;0.77700;1
14941;14941;0.77700;1
14951;14951;0.76900;1
14961;14961;0.78800;1
14971;14971;0.86900;1
14981;14981;0.83300;1
14991;14991;0.78500;1
15001;15001;0.77700;1
15011;15011;0.78500;1
15021;15021;0.80100;1
15031;15031;0.80100;1
15041;15041;0.78800;1
15051;15051;0.86800;1
15061;15061;0.88400;1
15071;15071;0.79200;1
15081;15081;0.79700;1
15091;15091;0.79700;1
15101;15101;0.80800;1
15111;15111;0.80500;1
15121;15121;0.91700;1
15131;15131;0.80100;1
15141;15141;0.80500;1
15151;15151;0.80100;1
15161;15161;0.82000;1
15171;15171;0.80000;1
15181;15181;1.40800;1
15191;15191;0.80800;1
15201;15201;0.78900;1
15211;15211;0.72800;1
15221;15221;0.71700;1
15231;15231;0.73500;1
15241;15241;0.86700;1
15251;15251;0.73600;1
15261;15261;0.73700;1
15271;15271;0.74600;1
15281;15281;0.73600;1
15291;15291;0.73200;1
15301;15301;0.74200;1
15311;15311;0.75800;1
15321;15321;0.88200;1
15331;15331;0.73900;1
15341;15341;0.75900;1
15351;15351;0.74100;1
15361;15361;0.74000;1
15371;15371;0.86900;1
15381;15381;0.88800;1
15391;15391;0.89100;1
15401;15401;0.83800;1
15411;15411;0.90400;1
15421;15421;0.88800;1
15431;15431;0.81500;1
15441;15441;0.75000;1
15451;15451;0.77600;1
15461;15461;0.74900;1
15471;15471;0.89400;1
15481;15481;0.89600;1
15491;15491;0.90200;1
15501;15501;0.90100;1
15511;15511;0.89300;1
15521;15521;0.90200;1
15531;15531;0.83700;1
15541;15541;0.83900;1
15551;15551;1.07500;1
15561;15561;0.90800;1
15571;15571;0.89900;1
15581;15581;0.79400;1
15591;15591;0.87700;1
15601;15601;0.93000;1
15611;15611;0.84800;1
15621;15621;0.95700;1
15631;15631;0.87000;1
15641;15641;0.91900;1
15651;15651;1.00100;1
15661;15661;0.81900;1
15671;15671;0.85200;1
15681;15681;0.93000;1
15691;15691;0.89700;1
15701;15701;1.06500;1
15711;15711;0.87800;1
15721;15721;0.93300;1
15731;15731;0.96000;1
15741;15741;0.97000;1
15751;15751;1.26300;1
15761;15761;0.95600;1
15771;15771;0.93200;1
15781;15781;0.99100;1
15791;15791;0.98600;1
15801;15801;0.99700;1
15811;15811;0.97400;1
15821;15821;0.88900;1
15831;15831;0.92400;1
15841;15841;0.84100;1
15851;15851;0.95100;1
15861;15861;1.04600;1
15871;15871;0.99500;1
15881;15881;0.85700;1
15891;15891;1.02200;1
15901;15901;0.79700;1
15911;15911;0.96600;1
15921;15921;0.80000;1
15931;15931;0.93500;1
15941;15941;1.04200;1
15951;15951;0.99500;1
15961;15961;1.03700;1
15971;15971;0.81400;1
15981;15981;0.95100;1
15991;15991;0.99200;1
16001;16001;0.82800;1
16011;16011;0.88700;1
16021;16021;0.83800;1
16031;16031;0.84700;1
16041;16041;1.09400;1
16051;16051;0.98700;1
16061;16061;0.88700;1
16071;16071;0.84300;1
16081;16081;0.90200;1
16091;16091;0.84100;1
16101;16101;0.94900;1
16111;16111;0.82800;1
16121;16121;0.93800;1
16131;16131;0.88900;1
16141;16141;0.87300;1
16151;16151;1.00500;1
16161;16161;1.03800;1
16171;16171;0.97700;1
16181;16181;0.87400;1
16191;16191;0.85300;1
16201;16201;1.00400;1
16211;16211;0.96300;1
16221;16221;0.98800;1
16231;16231;0.83500;1
16241;16241;0.99900;1
16251;16251;0.93800;1
16261;16261;0.88800;1
16271;16271;0.84300;1
16281;16281;0.90200;1
16291;16291;0.91800;1
16301;16301;0.97600;1
16311;16311;0.93700;1
16321;16321;1.08900;1
16331;16331;0.85100;1
16341;16341;0.96300;1
16351;16351;0.91000;1
16361;16361;1.00400;1
16371;16371;0.97000;1
16381;16381;1.04900;1
16391;16391;1.02700;1
16401;16401;0.88100;1
16411;16411;0.86800;1
16421;16421;1.06800;1
16431;16431;0.96000;1
16441;16441;0.91800;1
16451;16451;0.88700;1
16461;16461;0.93800;1
16471;16471;0.89700;1
16481;16481;0.96700;1
16491;16491;0.88500;1
16501;16501;0.85000;1
16511;16511;0.91300;1
16521;16521;0.87600;1
16531;16531;0.85700;1
16541;16541;0.95600;1
16551;16551;0.87600;1
16561;16561;1.16700;1
16571;16571;1.05100;1
16581;16581;0.98900;1
16591;16591;1.05100;1
16601;16601;0.96600;1
16611;16611;0.85400;1
16621;16621;0.87900;1
16631;16631;0.86300;1
16641;16641;0.94500;1
16651;16651;0.86000;1
16661;16661;1.02400;1
16671;16671;0.89500;1
16681;16681;0.88000;1
16691;16691;0.86100;1
16701;16701;0.91800;1
16711;16711;0.87600;1
16721;16721;1.06600;1
16731;16731;0.87000;1
16741;16741;0.86500;1
16751;16751;0.87500;1
16761;16761;0.86900;1
16771;16771;0.87600;1
16781;16781;0.87300;1
16791;16791;0.93300;1
16801;16801;0.97800;1
16811;16811;0.92400;1
16821;16821;0.87100;1
16831;16831;0.88600;1
16841;16841;0.88200;1
16851;16851;0.87900;1
16861;16861;0.88300;1
16871;16871;0.96900;1
16881;16881;0.95700;1
16891;16891;0.95200;1
16901;16901;0.89200;1
16911;16911;0.97900;1
16921;16921;1.16000;1
16931;16931;1.11500;1
16941;16941;0.89300;1
16951;16951;1.07900;1
16961;16961;0.91100;1
16971;16971;0.93100;1
16981;16981;1.00500;1
16991;16991;1.03000;1
17001;17001;0.92900;1
17011;17011;0.91100;1
17021;17021;0.90800;1
17031;17031;0.90600;1
17041;17041;0.91200;1
17051;17051;1.02400;1
17061;17061;1.14600;1
17071;17071;1.21300;1
17081;17081;1.04500;1
17091;17091;1.30500;1
17101;17101;1.15600;1
17111;17111;1.05200;1
17121;17121;0.98500;1
17131;17131;0.90700;1
17141;17141;0.91800;1
17151;17151;0.97900;1
17161;17161;0.97000;1
17171;17171;1.02900;1
17181;17181;0.96200;1
17191;17191;0.91100;1
17201;17201;0.93300;1
17211;17211;1.13700;1
17221;17221;1.10900;1
17231;17231;1.16300;1
17241;17241;1.54100;1
17251;17251;1.20000;1
17261;17261;1.12700;1
17271;17271;1.12700;1
17281;17281;1.28400;1
17291;17291;1.12600;1
17301;17301;1.05700;1
17311;17311;1.12900;1
17321;17321;0.94800;1
17331;17331;0.94800;1
17341;17341;1.11000;1
17351;17351;1.18500;1
17361;17361;1.31800;1
17371;17371;1.15000;1
17381;17381;1.05900;1
17391;17391;1.16300;1
17401;17401;1.07700;1
17411;17411;1.01700;1
17421;17421;0.95400;1
17431;17431;0.97200;1
17441;17441;0.96000;1
17451;17451;0.95500;1
17461;17461;1.15500;1
17471;17471;0.95800;1
17481;17481;0.96200;1
17491;17491;1.26400;1
17501;17501;1.10000;1
17511;17511;0.97800;1
17521;17521;1.16300;1
17531;17531;1.20800;1
17541;17541;1.00300;1
17551;17551;1.05000;1
17561;17561;1.00600;1
17571;17571;0.97400;1
17581;17581;1.17900;1
17591;17591;1.17600;1
17601;17601;1.02400;1
17611;17611;0.97700;1
17621;17621;1.19100;1
17631;17631;1.02200;1
17641;17641;1.31000;1
17651;17651;0.97400;1
17661;17661;1.23000;1
17671;17671;1.21900;1
17681;17681;1.27300;1
17691;17691;1.18000;1
17701;17701;1.21200;1
17711;17711;1.01400;1
17721;17721;1.21900;1
17731;17731;1.11700;1
17741;17741;1.02600;1
17751;17751;1.23500;1
17761;17761;1.14300;1
17771;17771;1.02400;1
17781;17781;1.31300;1
17791;17791;1.13000;1
17801;17801;1.23900;1
17811;17811;1.23700;1
17821;17821;1.35600;1
17831;17831;2.33500;1
17841;17841;1.25500;1
17851;17851;1.45400;1
17861;17861;1.21000;1
17871;17871;1.27300;1
17881;17881;1.27100;1
17891;17891;1.18200;1
17901;17901;1.02200;1
17911;17911;1.22800;1
17921;17921;1.05100;1
17931;17931;1.26300;1
17941;17941;1.18600;1
17951;17951;1.16100;1
17961;17961;1.02600;1
17971;17971;1.05500;1
17981;17981;1.54600;1
17991;17991;1.24800;1
18001;18001;1.12200;1
18011;18011;1.21900;1
18021;18021;1.07200;1
18031;18031;1.06900;1
18041;18041;1.34900;1
18051;18051;1.26500;1
18061;18061;1.30700;1
18071;18071;1.29000;1
18081;18081;1.02900;1
18091;18091;1.07900;1
18101;18101;1.12900;1
18111;18111;1.47100;1
18121;18121;1.29100;1
18131;18131;1.12600;1
18141;18141;1.19600;1
18151;18151;1.19200;1
18161;18161;1.16200;1
18171;18171;1.03700;1
18181;18181;1.22900;1
18191;18191;1.04600;1
18201;18201;1.29400;1
18211;18211;1.05100;1
18221;18221;1.20900;1
18231;18231;1.07700;1
18241;18241;1.07000;1
18251;18251;1.05100;1
18261;18261;1.29400;1
18271;18271;1.29000;1
18281;18281;1.16400;1
18291;18291;1.26500;1
18301;18301;1.35000;1
18311;18311;1.11900;1
18321;18321;1.05300;1
18331;18331;1.28000;1
18341;18341;1.05500;1
18351;18351;1.06300;1
18361;18361;1.05300;1
18371;18371;1.20400;1
18381;18381;1.06000;1
18391;18391;1.05800;1
18401;18401;1.06400;1
18411;18411;1.07900;1
18421;18421;1.35400;1
18431;18431;1.15800;1
18441;18441;1.06800;1
18451;18451;1.14200;1
18461;18461;1.10500;1
18471;18471;1.22200;1
18481;18481;1.09700;1
18491;18491;1.24600;1
18501;18501;1.23900;1
18511;18511;1.11600;1
18521;18521;1.29600;1
18531;18531;1.74100;1
18541;18541;2.07900;1
18551;18551;1.32400;1
18561;18561;1.51700;1
18571;18571;1.40900;1
18581;18581;1.39100;1
18591;18591;1.48200;1
18601;18601;1.16300;1
18611;18611;1.17300;1
18621;18621;1.30200;1
18631;18631;2.38800;1
18641;18641;1.41400;1
18651;18651;1.34400;1
18661;18661;1.15100;1
18671;18671;1.17200;1
18681;18681;1.21100;1
18691;18691;1.46100;1
18701;18701;1.43200;1
18711;18711;1.37300;1
18721;18721;1.35800;1
18731;18731;1.48900;1
18741;18741;1.39500;1
18751;18751;1.32900;1
18761;18761;1.37900;1
18771;18771;1.32700;1
18781;18781;1.12100;1
18791;18791;1.39600;1
18801;18801;1.47400;1
18811;18811;1.40700;1
18821;18821;1.37300;1
18831;18831;1.34900;1
18841;18841;1.33500;1
18851;18851;1.65600;1
18861;18861;1.33400;1
18871;18871;1.34200;1
18881;18881;1.30100;1
18891;18891;1.17700;1
18901;18901;1.41000;1
18911;18911;1.57900;1
18921;18921;1.39400;1
18931;18931;1.17300;1
18941;18941;1.27500;1
18951;18951;1.17600;1
18961;18961;1.34300;1
18971;18971;1.35700;1
18981;18981;1.19500;1
18991;18991;1.16000;1
19001;19001;1.26400;1
19011;19011;1.40000;1
19021;19021;1.41500;1
19031;19031;1.45600;1
19041;19041;1.41600;1
19051;19051;1.52000;1
19061;19061;1.58400;1
19071;19071;1.55800;1
19081;19081;1.40900;1
19091;19091;1.18600;1
19101;19101;1.28400;1
19111;19111;1.37000;1
19121;19121;1.28300;1
19131;19131;1.37900;1
19141;19141;1.20300;1
19151;19151;1.30600;1
19161;19161;1.39700;1
19171;19171;1.31000;1
19181;19181;1.68300;1
19191;19191;1.27600;1
19201;19201;1.47500;1
19211;19211;1.23300;1
19221;19221;1.33700;1
19231;19231;1.43900;1
19241;19241;1.51300;1
19251;19251;1.27200;1
19261;19261;1.29700;1
19271;19271;1.25400;1
19281;19281;1.67100;1
19291;19291;1.50600;1
19301;19301;1.40600;1
19311;19311;1.23100;1
19321;19321;1.48500;1
19331;19331;1.33000;1
19341;19341;1.31700;1
19351;19351;1.46200;1
19361;19361;1.24600;1
19371;19371;1.41400;1
19381;19381;1.53800;1
19391;19391;1.26400;1
19401;19401;1.54100;1
19411;19411;1.25100;1
19421;19421;1.59900;1
19431;19431;1.44800;1
19441;19441;1.23400;1
19451;19451;1.50400;1
19461;19461;1.46700;1
19471;19471;1.68500;1
19481;19481;1.51300;1
19491;19491;1.62700;1
19501;19501;1.26900;1
19511;19511;1.56800;1
19521;19521;1.24300;1
19531;19531;1.82300;1
19541;19541;1.25700;1
19551;19551;1.46300;1
19561;19561;1.48300;1
19571;19571;1.48700;1
19581;19581;1.48700;1
19591;19591;1.41500;1
19601;19601;1.28500;1
19611;19611;1.39100;1
19621;19621;1.26800;1
19631;19631;1.38900;1
19641;19641;1.20900;1
19651;19651;1.66900;1
19661;19661;1.65300;1
19671;19671;1.50600;1
19681;19681;1.71500;1
19691;19691;1.51800;1
19701;19701;1.46800;1
19711;19711;1.35100;1
19721;19721;1.48000;1
19731;19731;1.50900;1
19741;19741;1.48700;1
19751;19751;1.72800;1
19761;19761;1.52900;1
19771;19771;1.58000;1
19781;19781;1.44300;1
19791;19791;1.52200;1
19801;19801;1.36400;1
19811;19811;1.34000;1
19821;19821;1.50900;1
19831;19831;1.54900;1
19841;19841;1.51000;1
19851;19851;1.53800;1
19861;19861;1.51000;1
19871;19871;1.54900;1
19881;19881;1.57000;1
19891;19891;1.47900;1
19901;19901;1.59900;1
19911;19911;1.48900;1
19921;19921;1.58700;1
19931;19931;1.49400;1
19941;19941;1.61300;1
19951;19951;1.59900;1
19961;19961;1.54300;1
19971;19971;2.02800;1
19981;19981;1.58200;1
19991;19991;1.51600;1
20001;20001;1.55600;1
20011;20011;2.29800;1
20021;20021;1.78100;1
20031;20031;1.57000;1
20041;20041;1.77400;1
20051;20051;1.53500;1
20061;20061;1.56700;1
20071;20071;1.73000;1
20081;20081;1.54100;1
20091;20091;1.62100;1
20101;20101;1.56400;1
20111;20111;1.48700;1
20121;20121;1.60100;1
20131;20131;1.80100;1
20141;20141;1.53500;1
20151;20151;1.93100;1
20161;20161;1.48200;1
20171;20171;1.54000;1
20181;20181;1.53400;1
20191;20191;1.53400;1
20201;20201;1.46700;1
20211;20211;1.48100;1
20221;20221;1.40700;1
20231;20231;1.54300;1
20241;20241;1.56900;1
20251;20251;1.56300;1
